STATEFP,PUMA5CE,PUMA NAME
12,00500,"Walton, Washington, Holmes & Bay Counties"
12,00901,"Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities"
12,00902,Brevard County (East)--Beaches & Merritt Island
12,00903,Brevard County (Southwest)--Melbourne & West Melbourne Cities
12,00904,"Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns"
12,01101,Broward County (West)--Coral Springs & Parkland Cities
12,01102,Broward County (North Central)--Margate & Coconut Creek Cities
12,01103,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities"
12,01104,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities
12,01105,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities"
12,01106,Broward County (Central)--Plantation & Sunrise Cities
12,01107,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities
12,01108,Broward County (East Central)--Fort Lauderdale City (Central)
12,01109,Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities
12,01110,Broward County (Central)--Davie Town & Cooper City
12,01111,"Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town"
12,01112,Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities
12,01113,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities
12,01114,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities"
12,01500,Charlotte County
12,01701,Citrus County
12,01900,Clay County
12,02101,Collier County (Northwest)
12,02102,Collier County (Southwest)
12,02103,Collier County (East)
12,02300,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties"
12,02700,"Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties"
12,03101,Duval County (Outer)--Jacksonville City (North & West)
12,03102,Duval County (Northwest Central)--Jacksonville City (Northwest)
12,03103,Duval County (North Central)--Jacksonville City (Arlington)
12,03104,Duval County (East)--Jacksonville City (Beaches)
12,03105,Duval County (Southeast)--Jacksonville City (Southeast)
12,03106,Duval County (South Central)--Jacksonville City (Southeast River)
12,03107,Duval County (Southwest Central)--Jacksonville City (Southwest)
12,03301,Escambia County (North)
12,03302,Escambia County (South)
12,03500,Flagler & Volusia (North Central) Counties
12,05301,Hernando County
12,05701,Hillsborough County (Central)--Tampa City (Central)
12,05702,Hillsborough County (Southwest)--Tampa City (South)
12,05703,Hillsborough County (Northwest)
12,05704,Hillsborough County (North Central)
12,05705,Hillsborough County (North Central)--Tampa City (North)
12,05706,Hillsborough County (Northeast)
12,05707,Hillsborough County (Central)
12,05708,Hillsborough County (South County)
12,06100,Indian River County
12,06300,Apalachee Region (Outside Leon County)
12,06901,Lake County (North)
12,06902,Sumter (North) & Lake (North) Counties
12,06903,Lake (South) & Sumter (South) Counties
12,07101,Lee County (South & West)--Barrier Islands Region
12,07102,Lee County (Northwest)--Cape Coral City
12,07103,Lee County (Northeast)--Lehigh Acres & North Fort Myers
12,07104,Lee County (Central)--Greater Fort Myers City
12,07105,Lee County (Southeast)--Bonita Springs City & Estero (East)
12,07300,Leon County (Outer)
12,07301,Leon County (Central)--Tallahassee City (Central)
12,08101,Manatee County (North)
12,08102,Manatee County (West Central)
12,08103,Manatee County (South)
12,08301,Marion County (North)
12,08302,Marion County (Central)--Ocala City
12,08303,Marion County (South Central)
12,08500,Martin County
12,08601,Miami-Dade County (North Central)--Greater Miami Lakes Town
12,08602,Miami-Dade County (North Central)--Miami Gardens City (North & West)
12,08603,Miami-Dade County (Northeast)--Greater North Miami Beach City (West)
12,08604,Miami-Dade County (Northeast)--Aventura City & Surfside Town
12,08605,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West)
12,08606,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview"
12,08607,Miami-Dade County (Northeast)--Hialeah City (North Central)
12,08608,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau"
12,08609,Miami-Dade County (Northeast)--Hialeah City (South Central)
12,08610,Miami-Dade County (Central)--Miami Springs City & Miami International Airport
12,08611,Miami-Dade County (Northeast Central)--Miami City (North)
12,08612,Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village
12,08613,Miami-Dade County (Northeast Central)--Miami City (Downtown)
12,08614,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village
12,08615,Miami-Dade County (East Central)--Miami City (West)
12,08616,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)"
12,08617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace"
12,08618,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami
12,08619,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South)
12,08620,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes"
12,08621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk"
12,08622,Miami-Dade County (Southwest)--South Miami Heights
12,08623,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village
12,08624,Miami-Dade County (South)--Homestead City (North) & Florida City (North)
12,08700,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties
12,08900,Nassau & Baker Counties
12,09100,Okaloosa County
12,09300,"Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties"
12,09501,Orange County (Northwest)
12,09502,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town"
12,09503,Orange County (Southwest)--Disney-International Drive Region
12,09504,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle"
12,09505,Orange County (Central)--Orlando City (East Downtown) & Azalea Park
12,09506,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast)
12,09507,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities"
12,09508,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park
12,09509,Orange County (Southeast)
12,09510,Orange County (Northeast)
12,09701,Osceola County (West)
12,09702,Osceola County (East)
12,09901,Palm Beach County (Northeast)
12,09902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities
12,09903,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town
12,09904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North)
12,09905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City"
12,09906,Palm Beach County (East Central)--Greater Boynton Beach City (North)
12,09907,Palm Beach County (Southeast)--Greater Delray Beach City
12,09908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town
12,09909,Palm Beach County (West of Boca Raton City)
12,09910,Palm Beach County (Central)--Wellington Village & Agricultural Reserve
12,09911,Palm Beach County (West)--Glades & Western Communities
12,10101,Pasco County (East Central)
12,10102,Pasco County (West Central)
12,10103,Pasco County (Gulf Coast)
12,10104,Pasco County (South)
12,10301,Pinellas County (North)
12,10302,Pinellas County (North Central)
12,10303,Pinellas County (Central)--Clearwater City (South & Central)
12,10304,Pinellas County (Central)--Greater Largo City
12,10305,Pinellas County (West Central)--Greater Seminole City
12,10306,Pinellas County (Central)--Greater Pinellas Park City
12,10307,Pinellas County (Southeast)--St. Petersburg City (East)
12,10308,Pinellas County (South Central)--St. Petersburg City (West)
12,10501,Polk County (Northwest)
12,10502,Polk County (Northeast)
12,10503,Polk County (Central)
12,10504,Polk County (South)
12,10700,Putnam & St. Johns (South) Counties
12,10900,St. Johns County (North)
12,11101,St. Lucie County (North)
12,11102,St. Lucie County (South)
12,11300,Santa Rosa County
12,11501,Sarasota County (North)
12,11502,Sarasota County (Central & Gulf Coast)
12,11503,Sarasota County (East)
12,11701,Seminole County (West)
12,11702,Seminole County (North Central)
12,11703,Seminole County (South Central)
12,11704,Seminole County (East)
12,12100,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties"
12,12701,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town"
12,12702,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities"
12,12703,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities"
12,12704,Volusia County (Southwest Central)--Deltona & Lake Helen Cities
13,00100,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties
13,00200,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties"
13,00300,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties"
13,00401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City
13,00402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City)
13,00500,Southern Georgia Regional Commission (East & Central)
13,00600,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City
13,00700,Southern Georgia Regional Commission (West)
13,00800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties"
13,00900,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties
13,01001,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City
13,01002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City
13,01003,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)
13,01004,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities
13,01005,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City
13,01006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)
13,01007,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast)
13,01008,Atlanta Regional Commission (Central)--DeKalb County (South)
13,01100,Southwest Georgia Regional Commission (West & Central)
13,01200,Heart of Georgia Altamaha Regional Commission (Southeast)
13,01300,Heart of Georgia Altamaha Regional Commission (North & West)
13,01400,Middle Georgia Regional Commission (Central)--Bibb County--Macon City
13,01500,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties
13,01600,Middle Georgia Regional Commission (North & Outside Bibb County)
13,01700,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties
13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)
13,01900,Three Rivers Regional Commission (East)
13,02001,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan
13,02002,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities
13,02003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker
13,02004,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City
13,02100,Three Rivers Regional Commission (North Central)--Coweta County
13,02200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties"
13,02300,Three Rivers Regional Commission (Northwest)--Carroll County
13,02400,Atlanta Regional Commission (South Central)--Fayette County
13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties"
13,02600,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties"
13,02700,Northwest Georgia Regional Commission (North Central)--Whitfield County
13,02800,Northwest Georgia Regional Commission (Northeast)
13,02900,Northwest Georgia Regional Commission (East Central)--Bartow County
13,03001,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City
13,03002,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities
13,03003,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City
13,03004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City
13,03005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast)
13,03101,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities
13,03102,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities)
13,03200,Georgia Mountains Regional Commission (North & Northwest)
13,03300,Georgia Mountains Regional Commission (Southwest)--Forsyth County
13,03400,Georgia Mountains Regional Commission (South Central)--Hall County
13,03500,Georgia Mountains Regional Commission (Southeast)
13,03600,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City
13,03700,Northeast Georgia Regional Commission (East)
13,03800,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties
13,03900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties"
13,04000,Central Savannah River Area Regional Commission (East Central)--Richmond County
13,04001,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City
13,04002,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City
13,04003,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City
13,04004,Atlanta Regional Commission (Northeast)--Gwinnett County (East)
13,04005,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City
13,04006,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City
13,04100,Central Savannah River Area Regional Commission (East Central)--Columbia County
13,04200,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia)
13,04300,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties
13,04400,Atlanta Regional Commission (Southwest)--Douglas County
13,04500,Northwest Georgia Regional Commission (Southeast)--Paulding County
13,04600,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)
13,05001,Atlanta Regional Commission (South Central)--Clayton County (South)
13,05002,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City
13,06001,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City
13,06002,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City
15,00100,"Maui, Kalawao & Kauai Counties"
15,00200,Hawaii County
15,00301,Honolulu County--Rural Oahu
15,00302,Honolulu County--Koolaupoko
15,00303,Honolulu County--East Honolulu to Kapahulu
15,00304,Honolulu County--Tantalus to Waikiki
15,00305,Honolulu County--Nuuanu to Kalihi
15,00306,Honolulu County--Moanalua to Pearl City
15,00307,Honolulu County--Central Oahu
15,00308,Honolulu County--Ewa
16,00100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties"
16,00200,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities"
16,00300,Central Idaho--Lewiston City & Nez Perce Reservation
16,00400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City"
16,00500,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities
16,00600,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities
16,00701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities
16,00702,Ada County (Northeast)--Boise (North & West) & Garden City Cities
16,00800,Ada County (South)--Boise (South) & Kuna Cities
16,00900,Twin Falls & Cassia Counties--Twin Falls City
16,01000,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties"
16,01100,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties"
16,01200,Bonneville County--Idaho Falls City
16,01300,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation"
17,00104,"Jo Daviess, Carroll, Whiteside & Lee Counties"
17,00105,Rock Island County
17,00202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties"
17,00300,"Adams, Pike, Brown, Schuyler & Mason Counties"
17,00401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties"
17,00501,"Montgomery, Bond, Clinton, Fayette & Effingham Counties"
17,00600,"Douglas, Edgar, Coles & Cumberland Counties"
17,00700,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties"
17,00800,South & Southeast Illinois
17,00900,"Jackson, Williamson, Franklin & Perry Counties"
17,01001,"Monroe, Randolph, Washington, Jefferson & Marion Counties"
17,01104,St. Clair County (Central & Northeast)
17,01105,"St. Clair County (Northwest, Southwest & Southeast)"
17,01204,Madison County (East)
17,01205,"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village"
17,01300,Sangamon County--Springfield City
17,01500,Macon County--Decatur City
17,01602,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties"
17,01701,Peoria County--Peoria City
17,01900,Tazewell County
17,02000,McLean County
17,02100,Champaign County--Champaign & Urbana Cities
17,02200,"Livingston, Ford, Iroquois & Vermilion Counties"
17,02300,Kankakee County
17,02400,LaSalle County
17,02501,"Knox, Stark, Bureau, Marshall & Woodford Counties"
17,02601,DeKalb County
17,02700,Stephenson & Ogle Counties
17,02801,Winnebago County (Southeast & West)--Rockford City
17,02901,Winnebago (Northeast) & Boone Counties
17,03005,Kane County (Southeast)--Aurora Township
17,03007,"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships"
17,03008,Kane County (Northeast)--Elgin (North & Central) & Dundee Townships
17,03009,Kane County (West)
17,03102,Will County (West Central)--Joliet & Troy Townships
17,03105,Will County (Northwest Central)--Plainfield & Lockport Townships
17,03106,Will County (Northwest)--DuPage & Wheatland Townships
17,03107,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships"
17,03108,Will County (South)
17,03202,DuPage County (Central)--Milton Township
17,03203,DuPage County (South Central)--Lisle Township
17,03204,DuPage County (Southeast)--Downers Grove Township
17,03205,DuPage County (East Central)--York Township
17,03207,Dupage County (Northeast)--Addison & Bloomingdale (North) Townships
17,03208,"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships"
17,03209,DuPage County (Southwest)--Naperville & Winfield (South) Townships
17,03306,"Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships"
17,03307,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships"
17,03308,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships"
17,03309,"Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships"
17,03310,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships"
17,03401,Cook County (Northwest)--Palatine & Barrington Townships
17,03407,"Cook County (West Central)--Proviso, Riverside & River Forest Townships"
17,03408,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships"
17,03409,Cook County (West Central)--Lyons & Stickney Townships
17,03410,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships"
17,03411,Cook County (South Central)--Worth & Calumet Townships
17,03412,Cook County (South Central)--Bremen & Orland (East) Townships
17,03413,Cook County (Southeast)--Thornton Township
17,03414,Cook County (South)--Bloom & Rich Townships
17,03415,Cook County (North)--Wheeling Township (North & East)
17,03416,Cook County (Northeast)--Northfield & New Trier Townships
17,03417,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships
17,03418,Cook County (Northwest)--Schaumburg Township (South & Central)
17,03419,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships
17,03420,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park"
17,03421,Cook County (North)--Niles & Evanston Townships
17,03422,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare"
17,03501,"Chicago City (North)--Edgewater, Uptown & Rogers Park"
17,03502,Chicago City (North)--Lake View & Lincoln Park
17,03503,"Chicago City (North)--West Ridge, Lincoln Square & North Center"
17,03504,"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park"
17,03520,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park"
17,03521,"Chicago City (West)--Austin, Belmont Cragin & Montclare"
17,03522,"Chicago City (Northwest)--Logan Square, Avondale & Hermosa"
17,03523,"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park"
17,03524,"Chicago City (West)--West Town, Near West Side & Lower West Side"
17,03525,"Chicago City (Central)--Near North Side, Loop & Near South Side"
17,03526,"Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park"
17,03527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn"
17,03528,"Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing"
17,03529,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas"
17,03530,"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly"
17,03531,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside"
17,03532,"Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering"
17,03601,"McHenry County (North, West & Central)"
17,03602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships"
17,03700,Kendall & Grundy Counties
18,00101,Lake County (Northwest)--Hammond & East Chicago Cities
18,00102,Lake County (Northeast)--Gary City & Griffith Town
18,00103,Lake County (Central)
18,00104,Lake County (South)
18,00200,Porter County
18,00300,LaPorte County
18,00401,St. Joseph County (North)--South Bend City
18,00402,St. Joseph County (Outside South Bend City)--Mishawaka City
18,00500,Elkhart County--Elkhart & Goshen Cities
18,00600,"Noble, DeKalb, LaGrange & Steuben Counties"
18,00700,"Jasper, Starke, Fulton, Newton & Pulaski Counties"
18,00800,Kosciusko & Marshall Counties
18,00900,"Huntington, Whitley, Adams & Wells Counties"
18,01001,Allen County (Central)--Fort Wayne City (South)
18,01002,Allen County (Central)--Fort Wayne City (North)
18,01003,Allen County (Outside Fort Wayne City)
18,01100,"Montgomery, Clinton, White, Carroll & Benton Counties"
18,01200,Tippecanoe County--Lafayette & West Lafayette Cities
18,01300,"Howard, Cass & Tipton Counties--Kokomo City"
18,01400,"Grant, Miami & Wabash Counties"
18,01500,"Henry, Randolph, Jay & Blackford Counties"
18,01600,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties"
18,01700,Vigo County--Terre Haute City
18,01801,Boone & Hamilton (Northwest) Counties
18,01802,Hamilton County (Central)--Carmel City & Fishers Town (West)
18,01803,Hamilton County (East)--Noblesville City & Fishers Town (East)
18,01900,Madison County--Anderson City
18,02000,Delaware County--Muncie City
18,02100,"Morgan, Putnam & Brown Counties"
18,02200,Hendricks County
18,02301,Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest)
18,02302,Marion County--Washington Township (South & East)--Indianapolis City (North)
18,02303,Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities
18,02304,Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West)
18,02305,Marion County--Center Township--Indianapolis City (Central)
18,02306,Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast)
18,02307,Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South)
18,02400,Johnson County--Greenwood City
18,02500,Hancock & Shelby Counties
18,02600,"Wayne, Fayette, Rush & Union Counties"
18,02700,"Greene, Daviess, Owen, Orange & Martin Counties"
18,02800,Monroe County--Bloomington City
18,02900,Bartholomew & Jackson Counties--Columbus City
18,03000,"Jefferson, Jennings, Decatur & Scott Counties"
18,03100,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties"
18,03200,"Warrick, Gibson & Posey Counties"
18,03300,Vanderburgh County--Evansville City
18,03400,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties"
18,03500,"Floyd, Harrison & Washington Counties"
18,03600,Clark County--Jeffersonville City
19,00100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties"
19,00200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties"
19,00400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties"
19,00500,Black Hawk County--Waterloo & Cedar Falls Cities
19,00600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties"
19,00700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City"
19,00800,"Clinton, Muscatine, Jones & Cedar Counties"
19,00900,Scott County--Davenport City
19,01000,Linn County--Cedar Rapids City
19,01100,Johnson County--Iowa City
19,01200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties"
19,01300,Story & Boone Counties--Ames City
19,01400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties"
19,01500,Polk (Southwest) & Dallas (East) Counties--West Des Moines & Urbandale Cities
19,01600,Polk County (East)--Ankeny & Altoona Cities
19,01700,Des Moines City
19,01800,South Central Iowa
19,01900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region"
19,02000,Woodbury & Plymouth Counties--Sioux City
19,02100,Southwest Iowa--Council Bluffs City
19,02200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties"
19,02300,"Des Moines, Lee, Henry & Louisa Counties"
20,00100,Northwest Kansas
20,00200,North Central Kansas--Salina City
20,00300,"Riley, Geary & Pottawatomie Counties--Manhattan City"
20,00400,Northeast Kansas
20,00500,Wyandotte County--Kansas City
20,00601,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities"
20,00602,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities"
20,00603,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities"
20,00604,Johnson County (Southeast)--Blue Valley Region
20,00700,Douglas County--Lawrence City
20,00801,Shawnee County (Central)--Topeka City
20,00802,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties"
20,00900,Flint Hills Region--Emporia City
20,01000,Central Kansas--Hutchinson City
20,01100,South Central Kansas
20,01200,"Southwest Kansas--Dodge City, Garden City & Liberal City"
20,01301,Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities
20,01302,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast)
20,01303,Sedgwick County (Central)--Wichita City (Central)
20,01304,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities
20,01400,East Central Kansas
20,01500,Southeast Kansas
21,00100,Purchase Area Development District
21,00200,Pennyrile Area Development District (North)
21,00300,Pennyrile Area Development District (South)
21,00400,Barren River Area Development District (Outer)
21,00500,Barren River Area Development District (Central)--Warren County
21,00600,Lake Cumberland Area Development District (West)
21,00700,Lake Cumberland Area Development District (East)
21,00800,Cumberland Valley Area Development District (North)
21,00900,Cumberland Valley Area Development District (South)
21,01000,Kentucky River Area Development District
21,01100,Big Sandy Area Development District
21,01200,Lincoln Trail Area Development District (East)
21,01300,Lincoln Trail Area Development District (West)
21,01400,Green River Area Development District (Southwest)
21,01500,Green River Area Development District (Northeast)--Daviess & Hancock Counties
21,01600,KIPDA Area Development District (Southeast)
21,01701,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest)
21,01702,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central)
21,01703,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast)
21,01704,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast)
21,01705,KIPDA Area Development District (West)--Louisville/Jefferson County (South Central)
21,01706,KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest)
21,01800,KIPDA Area Development District (Northeast)
21,01901,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central)
21,01902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer)
21,02000,Bluegrass Area Development District (West)
21,02100,Bluegrass Area Development District (South)
21,02200,Bluegrass Area Development District (Southeast)
21,02300,Bluegrass Area Development District (Northeast)
21,02400,Northern Kentucky Area Development District (North Central)--Kenton County
21,02500,Northern Kentucky Area Development District (Northwest)--Boone County
21,02600,Northern Kentucky Area Development District (Southeast)
21,02700,Buffalo Trace & Gateway Area Development Districts
21,02800,FIVCO Area Development District
22,00100,Coordinating & Development Corporation 1--Shreveport City (North)
22,00101,Coordinating & Development Corporation 2--Shreveport City (South)
22,00200,Coordinating & Development Corporation 3--Bossier & Webster Parishes
22,00300,Coordinating & Development Corporation 4--Northwest Louisiana
22,00400,North Delta Regional Planning & Development District 1--Ouachita Parish
22,00500,North Delta Regional Planning & Development District 2--Northeast Louisiana
22,00600,Kisatchie Delta Regional Planning & Development District 1
22,00700,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes
22,00800,Imperial Calcasieu Regional Planning & Development District 1 (North)
22,00900,Imperial Calcasieu Regional Planning & Development District 2 (South)
22,01000,Acadiana Regional Development District 1--St. Landry & Evangeline Parishes
22,01100,Acadiana Regional Development District 2--Acadia & Vermilion Parishes
